"postcode","postcode_space","postcode.area","Average.download.speed..Mbit.s.","Maximum.download.speed..Mbit.s.","Minimum.download.speed..Mbit.s.","Average.upload.speed..Mbit.s.","Maximum.upload.speed..Mbit.s.","Minimum.upload.speed..Mbit.s.","Average.data.usage..GB.","All.Premises","All.Matched.Premises","lsoa_area","county"
"TR197DS","TR19 7DS","TR",3.60004824040732,4.39444915467244,0.470003629245736,2.33214389523559,3.04452243772342,0.262364264467491,5.33753807970132,2.89037175789616,2.89037175789616,"Cornwall 065C","Cornwall"
"TR197DT","TR19 7DT","TR",3.58073729549423,4.00733318523247,1.25276296849537,1.91692261218206,2.39789527279837,0.336472236621213,4.43081679884331,2.39789527279837,2.39789527279837,"Cornwall 065C","Cornwall"
"TR197DU","TR19 7DU","TR",3.32862668882732,3.76120011569356,1.02961941718116,1.96009478404727,2.39789527279837,0.336472236621213,4.93447393313069,3.13549421592915,3.13549421592915,"Cornwall 065C","Cornwall"
"TR197DX","TR19 7DX","TR",3.52046080248897,4.02535169073515,0.916290731874155,2.07944154167984,2.484906649788,0.470003629245736,4.66343909411207,2.83321334405622,2.83321334405622,"Cornwall 065C","Cornwall"
"TR197DY","TR19 7DY","TR",3.48431228837266,3.8649313978943,0.993251773010283,2.19722457733622,2.39789527279837,0.587786664902119,5.18738580584075,2.63905732961526,2.63905732961526,"Cornwall 065C","Cornwall"
"TR197EB","TR19 7EB","TR",2.28238238567653,3.71357206670431,1.09861228866811,1.09861228866811,2.39789527279837,0.182321556793955,2.63905732961526,1.79175946922805,1.79175946922805,"Cornwall 065C","Cornwall"
"TR197ED","TR19 7ED","TR",2.89591193827178,4.02356438016105,0.587786664902119,1.06471073699243,2.39789527279837,0.262364264467491,4.53259949315326,2.56494935746154,2.56494935746154,"Cornwall 065C","Cornwall"
"TR197EE","TR19 7EE","TR",4.09767235231478,4.39444915467244,2.54944517092557,2.72129542785223,3.04452243772342,0.741937344729377,4.00733318523247,2.19722457733622,2.19722457733622,"Cornwall 065C","Cornwall"
"TR197EF","TR19 7EF","TR",3.56388296393925,4.29456060889261,0.78845736036427,2.19722457733622,3.04452243772342,0.336472236621213,6.01126717440416,4.04305126783455,4.04305126783455,"Cornwall 065C","Cornwall"
"TR197EJ","TR19 7EJ","TR",2.46809953147162,3.82428409112014,0.916290731874155,1.22377543162212,2.3887627892351,0.336472236621213,4.33073334028633,2.30258509299405,2.30258509299405,"Cornwall 065C","Cornwall"
"TR197EP","TR19 7EP","TR",3.46885603013597,4.34769395559338,0.916290731874155,2.17475172148416,3.04452243772342,0.336472236621213,4.99721227376411,3.91202300542815,3.91202300542815,"Cornwall 065C","Cornwall"
"TR197EQ","TR19 7EQ","TR",3.60277675506052,4.02535169073515,1.25276296849537,2.18605127673809,2.84490938381941,0.53062825106217,4.99043258677874,2.56494935746154,2.56494935746154,"Cornwall 065C","Cornwall"
"TR197ER","TR19 7ER","TR",3.38439026334577,4.02535169073515,1.25276296849537,1.91692261218206,2.39789527279837,0.405465108108164,4.49980967033027,2.99573227355399,2.99573227355399,"Cornwall 065C","Cornwall"
"TR197ET","TR19 7ET","TR",3.57515068878559,4.22390976657674,0.641853886172395,2.21920348405499,3.04452243772342,0.336472236621213,5.35185813347607,3.25809653802148,3.25809653802148,"Cornwall 065C","Cornwall"
"TR197EU","TR19 7EU","TR",3.57234563785798,4.28496492183075,0.916290731874155,2.30258509299405,3.04452243772342,0.470003629245736,5.26269018890489,2.39789527279837,2.39789527279837,"Cornwall 065C","Cornwall"
"TR197EY","TR19 7EY","TR",3.64021428213266,4.02535169073515,2.85647020622048,2.07944154167984,2.39789527279837,0.741937344729377,4.36944785246702,1.79175946922805,1.79175946922805,"Cornwall 069A","Cornwall"
"TR197EZ","TR19 7EZ","TR",3.59731226058845,4.39444915467244,3.03013370027132,1.93152141160321,3.04452243772342,0.693147180559945,6.56667242980324,1.94591014905531,1.94591014905531,"Cornwall 069A","Cornwall"
"TR197HA","TR19 7HA","TR",3.64021428213266,4.39444915467244,1.43508452528932,2.27212588550934,3.04452243772342,0.0953101798043249,5.30330490805908,2.30258509299405,2.30258509299405,"Cornwall 069A","Cornwall"
"TR197HB","TR19 7HB","TR",3.44680789291421,3.94739014926544,2.85647020622048,1.7227665977411,2.39789527279837,0.78845736036427,4.34380542185368,2.07944154167984,2.07944154167984,"Cornwall 069A","Cornwall"
"TR197HD","TR19 7HD","TR",3.5918177412708,4.39444915467244,2.70136121295141,2.02814824729229,3.04452243772342,0.587786664902119,3.43398720448515,2.19722457733622,2.19722457733622,"Cornwall 069B","Cornwall"
"TR197HE","TR19 7HE","TR",3.91402100809082,4.39444915467244,2.95491027903374,2.43361335540045,3.04452243772342,0.641853886172395,5.46806014113513,2.63905732961526,2.63905732961526,"Cornwall 069B","Cornwall"
"TR197HF","TR19 7HF","TR",3.92197333628131,4.39444915467244,3.02042488614436,2.39789527279837,3.04452243772342,0.693147180559945,4.87519732320115,2.19722457733622,2.19722457733622,"Cornwall 069B","Cornwall"
"TR197HH","TR19 7HH","TR",4.01818320125654,4.39444915467244,3.63230910262554,2.77881927199042,3.04452243772342,1.09861228866811,4.80402104473326,2.39789527279837,2.39789527279837,"Cornwall 069B","Cornwall"
"TR197HJ","TR19 7HJ","TR",3.42100000895834,4.37952350445576,2.17475172148416,1.88706964903238,3.04452243772342,0.336472236621213,4.66343909411207,2.484906649788,2.484906649788,"Cornwall 069B","Cornwall"
"TR197HL","TR19 7HL","TR",3.35340671782581,3.71357206670431,3.05870707271538,1.62924053973028,2.39789527279837,0.78845736036427,5.04985600724954,2.07944154167984,2.07944154167984,"Cornwall 069B","Cornwall"
"TR197HR","TR19 7HR","TR",3.50855589998265,4.39444915467244,2.43361335540045,1.91692261218206,3.04452243772342,0.470003629245736,5.59471137960184,3.97029191355212,3.97029191355212,"Cornwall 069B","Cornwall"
"TR197HS","TR19 7HS","TR",3.38777436133001,4.39444915467244,2.27212588550934,1.62924053973028,3.04452243772342,0.470003629245736,4.99043258677874,2.70805020110221,2.70805020110221,"Cornwall 069B","Cornwall"
"TR197HU","TR19 7HU","TR",3.73289633953071,4.39444915467244,2.74727091425549,2.24070968927596,3.04452243772342,0.641853886172395,4.30406509320417,2.56494935746154,2.56494935746154,"Cornwall 069B","Cornwall"
"TR197HW","TR19 7HW","TR",3.71843825635548,4.39444915467244,2.63188884013665,2.14006616349627,3.04452243772342,0.741937344729377,4.99043258677874,2.94443897916644,2.94443897916644,"Cornwall 069B","Cornwall"
"TR197HX","TR19 7HX","TR",2.90690105984738,3.69386699562498,0.262364264467491,1.1314021114911,2.37024374146786,0.336472236621213,5.94803498918065,2.94443897916644,2.94443897916644,"Cornwall 069B","Cornwall"
"TR197HZ","TR19 7HZ","TR",3.4904285153901,4.39444915467244,2.52572864430826,2.01490302054226,3.04452243772342,0.53062825106217,5.52146091786225,3.78418963391826,3.78418963391826,"Cornwall 069B","Cornwall"
"TR197JA","TR19 7JA","TR",3.70868208141012,4.39444915467244,2.4932054526027,2.32238772029023,3.04452243772342,0.741937344729377,5.51745289646471,3.76120011569356,3.76120011569356,"Cornwall 069B","Cornwall"
"TR197JB","TR19 7JB","TR",3.09104245335832,3.17387845893747,3.00071981506503,0.741937344729377,0.832909122935104,0.641853886172395,4.36944785246702,2.77258872223978,2.77258872223978,"Cornwall 069B","Cornwall"
"TR197JD","TR19 7JD","TR",3.58905911883173,4.2710950739666,0.262364264467491,2.00148000021012,2.91777073208428,0.641853886172395,5.27299955856375,2.77258872223978,2.77258872223978,"Cornwall 069B","Cornwall"
"TR197JE","TR19 7JE","TR",3.52636052461616,4.02535169073515,2.97552956623647,1.88706964903238,2.39789527279837,0.78845736036427,5.06259503302697,1.79175946922805,1.79175946922805,"Cornwall 069B","Cornwall"
"TR197JF","TR19 7JF","TR",3.82428409112014,4.39444915467244,2.90690105984738,2.30258509299405,3.04452243772342,0.741937344729377,4.92725368515721,2.56494935746154,2.56494935746154,"Cornwall 069B","Cornwall"
"TR197JG","TR19 7JG","TR",3.65325227647079,4.39444915467244,0.262364264467491,2.18605127673809,3.04452243772342,0.0953101798043249,4.68213122712422,3.36729582998647,3.36729582998647,"Cornwall 069B","Cornwall"
"TR197JJ","TR19 7JJ","TR",3.1267605359604,3.76584049525006,2.82731362192903,1.16315080980568,2.39789527279837,0.693147180559945,5.26269018890489,3.40119738166216,3.40119738166216,"Cornwall 069B","Cornwall"
"TR197JL","TR19 7JL","TR",3.70622809244855,4.39197696552705,3.00071981506503,2.24070968927596,3.04452243772342,0.741937344729377,4.79579054559674,2.39789527279837,2.39789527279837,"Cornwall 069B","Cornwall"
"TR197JT","TR19 7JT","TR",3.55820113047182,4.3502779363593,3.02042488614436,1.79175946922805,3.04452243772342,0.693147180559945,3.98898404656427,2.484906649788,2.484906649788,"Cornwall 069B","Cornwall"
"TR197JW","TR19 7JW","TR",3.6163087612791,4.39444915467244,2.24070968927596,2.05412373369555,3.04452243772342,0.587786664902119,5.03043792139244,3.87120101090789,3.87120101090789,"Cornwall 069B","Cornwall"
"TR197JX","TR19 7JX","TR",3.77505715035499,4.39444915467244,1.48160454092422,2.29253475714054,3.04452243772342,0.336472236621213,4.35670882668959,2.56494935746154,2.56494935746154,"Cornwall 069B","Cornwall"
"TR197JZ","TR19 7JZ","TR",3.44680789291421,4.38701417618492,1.1314021114911,1.85629799036563,3.04452243772342,0.262364264467491,5.06259503302697,4.11087386417331,4.11087386417331,"Cornwall 069B","Cornwall"
"TR197LA","TR19 7LA","TR",3.40119738166216,4.28908863901461,2.83907846350861,1.87180217690159,3.01553490085017,0.741937344729377,5.04342511691925,3.49650756146648,3.49650756146648,"Cornwall 069B","Cornwall"
"TR197LB","TR19 7LB","TR",3.71843825635548,4.39444915467244,1.45861502269952,2.2082744135228,3.04452243772342,0.336472236621213,4.58496747867057,2.56494935746154,2.56494935746154,"Cornwall 069A","Cornwall"
"TR197LD","TR19 7LD","TR",3.70130197411249,4.39444915467244,1.88706964903238,2.2082744135228,3.04452243772342,0.262364264467491,5.41610040220442,3.8286413964891,3.8286413964891,"Cornwall 069B","Cornwall"
"TR197LE","TR19 7LE","TR",3.4307561839037,4.38701417618492,1.22377543162212,2.00148000021012,3.04452243772342,0.336472236621213,5.98393628068719,3.40119738166216,3.40119738166216,"Cornwall 069B","Cornwall"
"TR197LF","TR19 7LF","TR",3.92592591059714,4.39444915467244,3.02042488614436,2.68102152871429,3.04452243772342,0.832909122935104,5.67675380226828,2.39789527279837,2.39789527279837,"Cornwall 069B","Cornwall"
